Game ID	Game Duration	Winning Team	Summoner 0 Name	Team ID	Champion	Position	Result	Kills	Deaths	Assists	Summoner 1 Name	Team ID	Champion	Position	Result	Kills	Deaths	Assists	Summoner 2 Name	Team ID	Champion	Position	Result	Kills	Deaths	Assists	Summoner 3 Name	Team ID	Champion	Position	Result	Kills	Deaths	Assists	Summoner 4 Name	Team ID	Champion	Position	Result	Kills	Deaths	Assists	Summoner 5 Name	Team ID	Champion	Position	Result	Kills	Deaths	Assists	Summoner 6 Name	Team ID	Champion	Position	Result	Kills	Deaths	Assists	Summoner 7 Name	Team ID	Champion	Position	Result	Kills	Deaths	Assists	Summoner 8 Name	Team ID	Champion	Position	Result	Kills	Deaths	Assists	Summoner 9 Name	Team ID	Champion	Position	Result	Kills	Deaths	Assists
3458792853	2200	200	CondemmedChicken	100	Teemo	MID	LOSE	2	8	5	Delmar	100	XinZhao	JUNGLE	LOSE	7	8	2	MQ2000	100	Fiora	TOP	LOSE	7	8	8	Threepointstar	100	Malphite	SUPPORT	LOSE	5	11	6	Kliyle	100	Caitlyn	ADC	LOSE	3	8	6	Aeternalis1	200	Poppy	SUPPORT	WIN	11	2	15	Demonclaw	200	Xayah	ADC	WIN	8	6	14	YummyRicez	200	Amumu	JUNGLE	WIN	15	5	14	Sceptalgic	200	Aatrox	MID	WIN	4	1	11	Yeliang	200	Udyr	TOP	WIN	5	10	6
3459057458	1826	100	BOB YAAA	100	Ashe	ADC	WIN	14	2	13	Threepointstar	100	Galio	SUPPORT	WIN	9	5	20	G2000mime	100	Qiyana	MID	WIN	8	6	12	Yeliang	100	Udyr	JUNGLE	WIN	6	3	11	Sceptalgic	100	Fiora	TOP	WIN	8	1	13	Aeternalis1	200	Amumu	MID	LOSE	3	7	7	DukeCapone	200	Nautilus	SUPPORT	LOSE	2	8	10	CondemmedChicken	200	Teemo	TOP	LOSE	1	12	2	MQ2000	200	Tristana	ADC	LOSE	6	8	4	YummyRicez	200	Kayn	JUNGLE	LOSE	5	10	7
3458967945	2281	100	G2000mime	100	Ezreal	ADC	WIN	14	6	14	YummyRicez	100	Shyvana	JUNGLE	WIN	4	3	17	MQ2000	100	Diana	MID	WIN	4	9	7	Sceptalgic	100	Jax	TOP	WIN	6	4	8	I Am Oldman	100	Darius	SUPPORT	WIN	13	9	10	Yeliang	200	Tryndamere	JUNGLE	LOSE	10	6	5	CondemmedChicken	200	Azir	TOP	LOSE	4	6	6	Threepointstar	200	Mordekaiser	SUPPORT	LOSE	5	10	10	BOB YAAA	200	Yorick	ADC	LOSE	1	13	6	Aeternalis1	200	Alistar	JUNGLE	LOSE	10	6	13
3448439533	1899	200	G2000mime	100	Syndra	MID	LOSE	7	6	6	CondemmedChicken	100	Urgot	TOP	LOSE	3	8	3	BOB YAAA	100	Ashe	ADC	LOSE	4	7	9	I Am Oldman	100	Senna	SUPPORT	LOSE	2	7	15	Sceptalgic	100	Hecarim	JUNGLE	LOSE	3	6	6	Kliyle	200	TwistedFate	MID	WIN	5	2	16	Yeliang	200	Zac	SUPPORT	WIN	3	4	13	MQ2000	200	Maokai	TOP	WIN	9	3	13	Aeternalis1	200	Bard	JUNGLE	WIN	10	5	14	Threepointstar	200	Sett	ADC	WIN	7	5	6
3448130805	1693	100	Delmar	100	Volibear	JUNGLE	WIN	2	1	7	Threepointstar	100	Nasus	ADC	WIN	9	3	2	DukeCapone	100	Qiyana	MID	WIN	0	4	6	G2000mime	100	Orianna	TOP	WIN	10	2	4	YummyRicez	100	Rammus	SUPPORT	WIN	1	4	11	CondemmedChicken	200	Azir	MID	LOSE	3	2	2	BOB YAAA	200	Alistar	SUPPORT	LOSE	1	6	5	Sceptalgic	200	MonkeyKing	TOP	LOSE	7	4	2	Yeliang	200	Udyr	JUNGLE	LOSE	2	2	5	MQ2000	200	Ezreal	ADC	LOSE	1	8	5
3441373262	1893	200	Delmar	100	Aphelios	MID	LOSE	0	7	4	Sceptalgic	100	Olaf	JUNGLE	LOSE	4	2	4	Yeliang	100	Vayne	MID	LOSE	5	4	1	MQ2000	100	Viktor	TOP	LOSE	3	7	1	Threepointstar	100	Maokai	TOP	LOSE	2	4	6	CondemmedChicken	200	Teemo	TOP	WIN	3	3	8	BOB YAAA	200	DrMundo	MID	WIN	1	2	4	YummyRicez	200	Khazix	JUNGLE	WIN	14	2	4	Aeternalis1	200	Bard	SUPPORT	WIN	1	2	13	G2000mime	200	Ezreal	ADC	WIN	5	5	8
3441373644	2227	200	CondemmedChicken	100	Urgot	TOP	LOSE	7	7	2	Delmar	100	Volibear	JUNGLE	LOSE	3	6	6	MQ2000	100	Blitzcrank	SUPPORT	LOSE	1	9	10	Sceptalgic	100	Orianna	MID	LOSE	4	7	6	YummyRicez	100	Tristana	ADC	LOSE	8	7	3	BOB YAAA	200	Amumu	JUNGLE	WIN	8	4	14	Aeternalis1	200	Rumble	SUPPORT	WIN	7	4	15	G2000mime	200	Varus	ADC	WIN	6	6	12	Threepointstar	200	Gangplank	TOP	WIN	6	4	10	Yeliang	200	Ahri	MID	WIN	9	5	10
3441379654	1741	200	CondemmedChicken	100	Urgot	TOP	LOSE	2	7	3	BOB YAAA	100	Nautilus	SUPPORT	LOSE	3	11	6	G2000mime	100	Lucian	ADC	LOSE	3	11	6	Sceptalgic	100	Trundle	JUNGLE	LOSE	7	5	2	MQ2000	100	Cassiopeia	MID	LOSE	1	12	3	Aeternalis1	200	Alistar	MID	WIN	13	1	14	ThisVanIsSafe69	200	Ivern	JUNGLE	WIN	1	4	23	Yeliang	200	Volibear	ADC	WIN	11	4	9	Demonclaw	200	Vayne	TOP	WIN	10	5	7	Threepointstar	200	Velkoz	SUPPORT	WIN	11	2	11
3443600041	960	100	CondemmedChicken	100	Teemo	SUPPORT	WIN	1	0	1	BOB YAAA	100	Ashe	SUPPORT	WIN	2	0	5	Yeliang	100	Qiyana	SUPPORT	WIN	6	0	0	Sceptalgic	100	Elise	SUPPORT	WIN	1	0	2	Aeternalis1	100	Zed	SUPPORT	WIN	4	1	4	ThisVanIsSafe69	200	Senna	SUPPORT	LOSE	0	3	0	G2000mime	200	Lucian	SUPPORT	LOSE	1	5	0	Demonclaw	200	Shaco	SUPPORT	LOSE	0	1	1	MQ2000	200	Jax	SUPPORT	LOSE	0	2	0	Threepointstar	200	Veigar	TOP	LOSE	0	3	0
3437795097	1376	100	Aeternalis1	100	Alistar	JUNGLE	WIN	1	0	9	G2000mime	100	Kennen	ADC	WIN	3	1	3	Alex Kabam	100	Zoe	MID	WIN	6	3	2	Sceptalgic	100	Soraka	SUPPORT	WIN	1	2	10	Threepointstar	100	Nasus	MID	WIN	4	1	2	CondemmedChicken	200	Azir	MID	LOSE	2	4	1	BOB YAAA	200	Malphite	TOP	LOSE	1	1	2	YummyRicez	200	Kayn	JUNGLE	LOSE	1	4	3	MQ2000	200	Galio	SUPPORT	LOSE	0	3	2	Delmar	200	Aphelios	ADC	LOSE	3	3	0
3438004851	1630	100	YummyRicez	100	Kayn	JUNGLE	WIN	6	0	6	Delmar	100	Aphelios	ADC	WIN	4	1	8	Aeternalis1	100	Leona	SUPPORT	WIN	3	1	10	Threepointstar	100	Ryze	MID	WIN	2	2	4	MQ2000	100	Kassadin	TOP	WIN	3	2	5	CondemmedChicken	200	Teemo	TOP	LOSE	1	3	0	G2000mime	200	Senna	SUPPORT	LOSE	0	5	4	BOB YAAA	200	Malphite	ADC	LOSE	1	4	1	Sceptalgic	200	Trundle	JUNGLE	LOSE	1	3	3	Alex Kabam	200	Zed	MID	LOSE	3	3	2
3441292964	2272	100	G2000mime	100	Sivir	TOP	WIN	10	3	20	Threepointstar	100	Garen	TOP	WIN	7	4	6	Demonclaw	100	Blitzcrank	SUPPORT	WIN	4	3	29	MQ2000	100	Xerath	ADC	WIN	6	5	21	Delmar	100	Volibear	JUNGLE	WIN	8	7	16	CondemmedChicken	200	Azir	MID	LOSE	1	8	4	BOB YAAA	200	Trundle	TOP	LOSE	6	5	5	Yeliang	200	Corki	ADC	LOSE	3	6	6	Sceptalgic	200	Alistar	SUPPORT	LOSE	3	8	12	YummyRicez	200	Kayn	JUNGLE	LOSE	9	8	9
3430338204	2005	200	CondemmedChicken	100	Azir	MID	LOSE	5	4	2	BOB YAAA	100	Riven	TOP	LOSE	3	4	10	G2000mime	100	Kennen	ADC	LOSE	1	6	4	MQ2000	100	Leona	SUPPORT	LOSE	2	7	10	Yeliang	100	MasterYi	JUNGLE	LOSE	12	5	8	Sceptalgic	200	Orianna	MID	WIN	8	3	7	Demonclaw	200	Ezreal	ADC	WIN	12	3	8	Aeternalis1	200	Blitzcrank	SUPPORT	WIN	3	2	19	Delmar	200	Rammus	JUNGLE	WIN	2	7	15	Threepointstar	200	Trundle	TOP	WIN	1	8	3
3430338584	2096	200	G2000mime	100	Kennen	TOP	LOSE	4	6	4	Yeliang	100	TwistedFate	MID	LOSE	1	4	8	Demonclaw	100	Sivir	ADC	LOSE	5	8	7	Delmar	100	Shen	JUNGLE	LOSE	8	5	6	MQ2000	100	Morgana	SUPPORT	LOSE	0	10	13	CondemmedChicken	200	Teemo	TOP	WIN	2	3	9	BOB YAAA	200	Ashe	ADC	WIN	10	8	13	Aeternalis1	200	Lux	SUPPORT	WIN	11	3	14	Sceptalgic	200	Sejuani	JUNGLE	WIN	3	1	13	Threepointstar	200	Kassadin	MID	WIN	7	3	5
3426740356	1860	100	BOB YAAA	100	Singed	TOP	WIN	4	5	13	Yeliang	100	Vayne	ADC	WIN	13	4	7	Delmar	100	Diana	MID	WIN	7	4	6	YummyRicez	100	Annie	SUPPORT	WIN	3	5	14	Threepointstar	100	Hecarim	JUNGLE	WIN	6	2	10	Sceptalgic	200	Orianna	MID	LOSE	6	4	9	Kliyle	200	Graves	JUNGLE	LOSE	2	10	10	CondemmedChicken	200	Urgot	TOP	LOSE	8	8	2	Aeternalis1	200	Morgana	SUPPORT	LOSE	2	3	9	G2000mime	200	Caitlyn	ADC	LOSE	2	8	7
3426510936	2019	200	Kliyle	100	JarvanIV	JUNGLE	LOSE	1	7	12	CondemmedChicken	100	Urgot	TOP	LOSE	6	5	4	Sceptalgic	100	Orianna	MID	LOSE	7	3	9	G2000mime	100	Varus	ADC	LOSE	5	5	5	Aeternalis1	100	Thresh	SUPPORT	LOSE	0	6	9	BOB YAAA	200	Nasus	SUPPORT	WIN	6	7	10	Delmar	200	Ezreal	SUPPORT	WIN	14	1	7	YummyRicez	200	Morgana	TOP	WIN	5	3	15	MQ2000	200	Viktor	SUPPORT	WIN	0	6	12	Threepointstar	200	Amumu	JUNGLE	WIN	1	3	11
3427677584	2107	200	CondemmedChicken	100	Urgot	JUNGLE	LOSE	6	7	3	YummyRicez	100	Graves	JUNGLE	LOSE	2	3	14	MQ2000	100	Blitzcrank	SUPPORT	LOSE	3	5	11	Aeternalis1	100	Shaco	MID	LOSE	12	3	5	Delmar	100	Ezreal	ADC	LOSE	8	5	5	BOB YAAA	200	Katarina	MID	WIN	0	14	0	G2000mime	200	Gangplank	TOP	WIN	6	4	8	Sceptalgic	200	Amumu	SUPPORT	WIN	2	5	13	Yeliang	200	Olaf	JUNGLE	WIN	12	1	8	Threepointstar	200	Varus	ADC	WIN	3	7	5
3427417808	2244	200	Sceptalgic	100	Orianna	MID	LOSE	3	5	9	CondemmedChicken	100	Chogath	TOP	LOSE	4	7	4	Aeternalis1	100	Warwick	JUNGLE	LOSE	4	7	6	Yeliang	100	Nami	SUPPORT	LOSE	1	12	17	Threepointstar	100	Sivir	ADC	LOSE	11	7	8	MQ2000	200	Fizz	MID	WIN	10	6	8	BOB YAAA	200	Riven	ADC	WIN	7	8	8	G2000mime	200	Senna	SUPPORT	WIN	2	2	19	YummyRicez	200	Khazix	JUNGLE	WIN	10	3	7	Delmar	200	XinZhao	TOP	WIN	9	4	11
3418549545	1896	100	BOB YAAA	100	Malphite	TOP	WIN	2	3	16	Kliyle	100	Ezreal	ADC	WIN	4	2	7	Demonclaw	100	Nautilus	SUPPORT	WIN	1	3	13	Aeternalis1	100	MasterYi	JUNGLE	WIN	18	2	4	Delmar	100	Shen	TOP	WIN	2	2	13	CondemmedChicken	200	Urgot	TOP	LOSE	5	5	0	Sceptalgic	200	Olaf	JUNGLE	LOSE	6	6	5	G2000mime	200	Syndra	MID	LOSE	0	5	5	Threepointstar	200	Taric	SUPPORT	LOSE	0	7	6	Yeliang	200	Draven	ADC	LOSE	1	4	7
3423506070	1825	200	CondemmedChicken	100	Garen	TOP	LOSE	2	5	3	Yeliang	100	Nocturne	JUNGLE	LOSE	3	6	3	Delmar	100	Sylas	MID	LOSE	5	10	3	G2000mime	100	Ezreal	ADC	LOSE	3	7	5	Threepointstar	100	Alistar	SUPPORT	LOSE	2	11	7	Aeternalis1	200	Malphite	TOP	WIN	4	1	17	Kliyle	200	Ashe	ADC	WIN	3	8	20	Sceptalgic	200	Orianna	MID	WIN	16	0	12	MQ2000	200	Blitzcrank	SUPPORT	WIN	6	3	24	YummyRicez	200	Graves	JUNGLE	WIN	10	3	13
3411402347	2074	200	BOB YAAA	100	Nasus	TOP	LOSE	2	4	4	Yeliang	100	Vladimir	ADC	LOSE	3	4	2	CondemmedChicken	100	Azir	MID	LOSE	0	5	3	Sceptalgic	100	Graves	JUNGLE	LOSE	3	3	3	Threepointstar	100	Senna	SUPPORT	LOSE	2	7	2	G2000mime	200	Orianna	ADC	WIN	5	3	8	Delmar	200	Vayne	TOP	WIN	5	3	1	MQ2000	200	Kassadin	MID	WIN	9	2	7	Kliyle	200	Sejuani	JUNGLE	WIN	2	1	13	Aeternalis1	200	Blitzcrank	SUPPORT	WIN	2	1	12
3411466801	1708	100	Son Of Hecate	100	Morgana	SUPPORT	WIN	1	2	12	Kliyle	100	Chogath	TOP	WIN	3	1	9	YummyRicez	100	Vi	JUNGLE	WIN	6	2	14	HAbdi	100	Jinx	ADC	WIN	3	1	10	yach	100	Yasuo	MID	WIN	10	1	6	irerenu	200	Lulu	SUPPORT	LOSE	0	4	3	Kurusaki10	200	Amumu	JUNGLE	LOSE	0	4	3	CondemmedChicken	200	Urgot	TOP	LOSE	1	5	0	Oromis	200	Ahri	MID	LOSE	2	6	1	Eliyss	200	Kaisa	ADC	LOSE	4	4	2
3411417220	1939	200	CondemmedChicken	100	Urgot	TOP	LOSE	4	3	4	irerenu	100	Morgana	SUPPORT	LOSE	0	8	3	Eliyss	100	Kassadin	MID	LOSE	6	8	0	Kurusaki10	100	Vayne	ADC	LOSE	1	5	4	Oromis	100	Diana	JUNGLE	LOSE	2	8	3	BotswanaBoi	200	Xayah	ADC	WIN	1	2	7	Dulk	200	Gangplank	TOP	WIN	8	4	8	PartyWithAhri	200	Talon	TOP	WIN	10	4	11	vdoubleu12	200	TahmKench	SUPPORT	WIN	1	2	12	Steraks Gage	200	Fiddlesticks	JUNGLE	WIN	12	1	12
3404591201	2030	100	Shadow82421	100	Pyke	SUPPORT	WIN	4	3	7	Delmar	100	Ezreal	TOP	WIN	7	1	9	Threepointstar	100	Malphite	TOP	WIN	3	2	6	Sceptalgic	100	Olaf	JUNGLE	WIN	8	3	7	MQ2000	100	Lux	ADC	WIN	3	4	12	Yeliang	200	Fiora	TOP	LOSE	4	1	2	CondemmedChicken	200	Azir	MID	LOSE	1	5	4	Aeternalis1	200	Shen	SUPPORT	LOSE	4	3	3	I Am Oldman	200	Trundle	JUNGLE	LOSE	3	7	3	G2000mime	200	Xayah	ADC	LOSE	1	9	3
3404591616	1835	100	Yeliang	100	Anivia	MID	WIN	9	2	6	MQ2000	100	Alistar	SUPPORT	WIN	0	1	19	I Am Oldman	100	Singed	TOP	WIN	2	5	7	G2000mime	100	Ezreal	ADC	WIN	10	1	10	Threepointstar	100	Trundle	JUNGLE	WIN	4	1	12	CondemmedChicken	200	Urgot	TOP	LOSE	3	4	1	Aeternalis1	200	Amumu	SUPPORT	LOSE	0	6	6	Sceptalgic	200	Olaf	JUNGLE	LOSE	3	2	5	Shadow82421	200	Katarina	MID	LOSE	1	7	2	Delmar	200	Varus	ADC	LOSE	3	6	3
3395339446	1582	200	CondemmedChicken	100	Azir	ADC	LOSE	2	8	2	YummyRicez	100	Shyvana	JUNGLE	LOSE	2	6	0	MQ2000	100	Alistar	SUPPORT	LOSE	1	5	2	Sceptalgic	100	Garen	TOP	LOSE	4	2	3	G2000mime	100	Ezreal	TOP	LOSE	1	4	3	Threepointstar	200	Kassadin	MID	WIN	15	2	5	Delmar	200	Blitzcrank	SUPPORT	WIN	2	2	9	BOB YAAA	200	Amumu	JUNGLE	WIN	3	0	7	Yeliang	200	Tryndamere	MID	WIN	1	5	1	I Am Oldman	200	Aphelios	ADC	WIN	4	1	8
3395669040	1652	100	Yeliang	100	Jax	TOP	WIN	7	7	2	G2000mime	100	Orianna	ADC	WIN	4	1	16	MQ2000	100	Leona	SUPPORT	WIN	1	3	18	Aeternalis1	100	LeeSin	JUNGLE	WIN	9	1	13	I Am Oldman	100	Yasuo	MID	WIN	5	2	6	YummyRicez	200	Caitlyn	ADC	LOSE	0	5	4	Sceptalgic	200	Olaf	JUNGLE	LOSE	4	6	3	CondemmedChicken	200	Garen	TOP	LOSE	6	4	3	Threepointstar	200	Corki	MID	LOSE	2	3	6	Delmar	200	Yuumi	SUPPORT	LOSE	1	8	6
3398373916	2312	100	Kliyle	100	Ashe	ADC	WIN	1	2	15	Aeternalis1	100	Lux	SUPPORT	WIN	9	4	11	YummyRicez	100	Graves	JUNGLE	WIN	8	2	12	MQ2000	100	Fizz	MID	WIN	13	2	7	Delmar	100	Taric	TOP	WIN	2	3	15	CondemmedChicken	200	Teemo	MID	LOSE	3	9	4	BOB YAAA	200	Gragas	JUNGLE	LOSE	3	10	4	Yeliang	200	Sivir	ADC	LOSE	3	4	4	Sceptalgic	200	Aatrox	TOP	LOSE	2	5	2	Threepointstar	200	Blitzcrank	SUPPORT	LOSE	2	5	5
3398364488	2477	100	YummyRicez	100	Annie	MID	WIN	3	8	20	Yeliang	100	Nocturne	JUNGLE	WIN	13	8	14	MQ2000	100	Morgana	SUPPORT	WIN	2	8	23	Sceptalgic	100	Garen	TOP	WIN	13	2	10	Delmar	100	Yasuo	ADC	WIN	6	7	11	CondemmedChicken	200	Urgot	MID	LOSE	6	7	8	G2000mime	200	Orianna	ADC	LOSE	4	10	16	BOB YAAA	200	Nautilus	SUPPORT	LOSE	8	6	14	Aeternalis1	200	Malphite	JUNGLE	LOSE	7	6	19	Threepointstar	200	Nasus	TOP	LOSE	8	8	11
3398364938	1538	200	CondemmedChicken	100	Heimerdinger	SUPPORT	LOSE	10	8	21	Delmar	100	Kayn	SUPPORT	LOSE	18	12	11	MQ2000	100	Illaoi	SUPPORT	LOSE	12	11	18	Threepointstar	100	TahmKench	SUPPORT	LOSE	4	10	21	Yeliang	100	Malphite	SUPPORT	LOSE	11	14	18	Aeternalis1	200	Vayne	ADC	WIN	13	15	14	G2000mime	200	Jinx	SUPPORT	WIN	11	10	26	Sceptalgic	200	Anivia	ADC	WIN	11	10	23	YummyRicez	200	TwistedFate	SUPPORT	WIN	10	14	27	BOB YAAA	200	DrMundo	TOP	WIN	10	6	35
3398365132	1157	200	CondemmedChicken	100	Ornn	SUPPORT	LOSE	5	10	24	BOB YAAA	100	Shaco	SUPPORT	LOSE	8	11	18	G2000mime	100	Orianna	SUPPORT	LOSE	11	10	31	Threepointstar	100	TwistedFate	SUPPORT	LOSE	15	14	20	Yeliang	100	Ashe	TOP	LOSE	11	13	25	Aeternalis1	200	Xayah	SUPPORT	WIN	14	10	23	Delmar	200	Irelia	SUPPORT	WIN	14	9	19	MQ2000	200	Fizz	SUPPORT	WIN	15	11	25	YummyRicez	200	Draven	SUPPORT	WIN	7	10	21	Sceptalgic	200	Talon	SUPPORT	WIN	8	10	17
3400211232	1661	200	BOB YAAA	100	Warwick	JUNGLE	LOSE	3	9	2	Delmar	100	Diana	MID	LOSE	3	3	3	CondemmedChicken	100	Urgot	TOP	LOSE	2	3	1	Sceptalgic	100	Nautilus	SUPPORT	LOSE	1	7	4	YummyRicez	100	Jinx	ADC	LOSE	1	6	2	G2000mime	200	Orianna	ADC	WIN	3	2	15	Aeternalis1	200	Rumble	SUPPORT	WIN	8	2	11	MQ2000	200	Ezreal	MID	WIN	5	3	8	Yeliang	200	Udyr	JUNGLE	WIN	8	2	7	Threepointstar	200	Malphite	TOP	WIN	4	1	11
3400271647	1674	100	CondemmedChicken	100	Teemo	TOP	WIN	3	3	4	YummyRicez	100	Jinx	ADC	WIN	8	2	4	Aeternalis1	100	Nasus	SUPPORT	WIN	2	2	13	BOB YAAA	100	Warwick	JUNGLE	WIN	1	7	7	Threepointstar	100	Swain	MID	WIN	7	0	4	Sceptalgic	200	Garen	TOP	LOSE	8	3	0	Yeliang	200	Akali	MID	LOSE	3	4	1	DukeCapone	200	JarvanIV	JUNGLE	LOSE	1	3	9	G2000mime	200	Xayah	ADC	LOSE	2	5	1	Delmar	200	Morgana	SUPPORT	LOSE	0	6	4
3395372003	1804	100	BOB YAAA	100	Nasus	TOP	WIN	4	3	3	Sceptalgic	100	Hecarim	JUNGLE	WIN	4	2	1	YummyRicez	100	Caitlyn	ADC	WIN	4	4	5	Threepointstar	100	Corki	TOP	WIN	5	3	2	MQ2000	100	Brand	SUPPORT	WIN	1	6	7	CondemmedChicken	200	MonkeyKing	TOP	LOSE	4	6	4	Delmar	200	Gragas	JUNGLE	LOSE	6	4	1	G2000mime	200	Orianna	ADC	LOSE	2	4	11	Yeliang	200	Jinx	MID	LOSE	3	2	2	Aeternalis1	200	Ziggs	SUPPORT	LOSE	3	3	4
3390869099	2270	100	Sceptalgic	100	Elise	JUNGLE	WIN	7	3	10	Aeternalis1	100	Morgana	SUPPORT	WIN	4	6	14	CondemmedChicken	100	Azir	MID	WIN	10	3	3	Demonclaw	100	Ashe	ADC	WIN	9	8	10	MQ2000	100	Trundle	TOP	WIN	5	1	11	G2000mime	200	Orianna	ADC	LOSE	6	7	7	Delmar	200	Ezreal	JUNGLE	LOSE	8	7	5	Yeliang	200	Pyke	SUPPORT	LOSE	3	7	6	Threepointstar	200	Nasus	TOP	LOSE	3	6	2	Alex Kabam	200	Diana	JUNGLE	LOSE	1	8	5
3390869599	1928	200	CondemmedChicken	100	Urgot	TOP	LOSE	5	3	3	Yeliang	100	Sylas	MID	LOSE	7	6	6	Delmar	100	Ezreal	JUNGLE	LOSE	5	4	6	Aeternalis1	100	Thresh	SUPPORT	LOSE	2	4	11	G2000mime	100	Sivir	ADC	LOSE	5	4	8	Alex Kabam	200	Diana	MID	WIN	3	8	2	Demonclaw	200	Caitlyn	ADC	WIN	9	5	7	Sceptalgic	200	Elise	JUNGLE	WIN	1	2	9	MQ2000	200	Alistar	SUPPORT	WIN	0	8	11	Threepointstar	200	Ryze	TOP	WIN	8	1	6
3393179955	2363	200	Threepointstar	100	Irelia	JUNGLE	LOSE	34	22	46	Alex Kabam	100	Varus	TOP	LOSE	24	23	41	CondemmedChicken	100	Leona	SUPPORT	LOSE	10	23	47	MQ2000	100	Nocturne	TOP	LOSE	25	24	41	Sceptalgic	100	Tristana	TOP	LOSE	22	19	31	Aeternalis1	200	Teemo	MID	WIN	32	21	44	BOB YAAA	200	Rammus	SUPPORT	WIN	13	23	48	G2000mime	200	Shyvana	SUPPORT	WIN	28	18	41	Demonclaw	200	Karthus	SUPPORT	WIN	23	29	40	Yeliang	200	AurelionSol	SUPPORT	WIN	12	25	40
3393025389	1928	100	CondemmedChicken	100	Teemo	MID	WIN	0	6	3	Sceptalgic	100	Volibear	JUNGLE	WIN	8	1	5	MQ2000	100	Alistar	SUPPORT	WIN	6	1	14	Kliyle	100	Varus	MID	WIN	6	4	12	Yeliang	100	Vayne	TOP	WIN	5	2	5	Delmar	200	DrMundo	TOP	LOSE	5	2	1	Alex Kabam	200	Diana	MID	LOSE	5	7	2	YummyRicez	200	Vi	JUNGLE	LOSE	3	6	6	BOB YAAA	200	Draven	ADC	LOSE	1	6	2	Threepointstar	200	Fiddlesticks	SUPPORT	LOSE	0	4	6
3393205464	2154	200	CondemmedChicken	100	Azir	MID	LOSE	5	4	5	BOB YAAA	100	Khazix	JUNGLE	LOSE	4	7	6	Yeliang	100	Twitch	ADC	LOSE	12	5	7	Aeternalis1	100	Morgana	SUPPORT	LOSE	6	2	16	Threepointstar	100	Irelia	TOP	LOSE	2	13	5	Sceptalgic	200	Aatrox	TOP	WIN	5	0	6	Alex Kabam	200	Cassiopeia	MID	WIN	14	6	6	YummyRicez	200	Caitlyn	ADC	WIN	5	9	6	Delmar	200	Warwick	JUNGLE	WIN	7	3	5	MQ2000	200	Lux	SUPPORT	WIN	0	11	9
3393205853	2148	200	CondemmedChicken	100	Jayce	SUPPORT	LOSE	20	15	34	BOB YAAA	100	Viktor	SUPPORT	LOSE	11	15	40	MQ2000	100	Maokai	SUPPORT	LOSE	12	11	46	Yeliang	100	Caitlyn	SUPPORT	LOSE	16	13	47	Sceptalgic	100	Twitch	TOP	LOSE	21	20	31	Aeternalis1	200	Sion	SUPPORT	WIN	5	20	35	Delmar	200	Brand	SUPPORT	WIN	13	11	29	Threepointstar	200	Irelia	TOP	WIN	26	16	21	YummyRicez	200	Poppy	ADC	WIN	16	18	15	Alex Kabam	200	Lissandra	SUPPORT	WIN	14	15	24
3388424701	2366	100	Kliyle	100	Ezreal	ADC	WIN	1	3	9	Aeternalis1	100	Zac	JUNGLE	WIN	4	6	15	Delmar	100	Kaisa	SUPPORT	WIN	3	3	6	YummyRicez	100	Viktor	MID	WIN	9	5	11	Yeliang	100	Vayne	TOP	WIN	14	4	5	MQ2000	200	Malzahar	MID	LOSE	5	8	7	CondemmedChicken	200	Urgot	TOP	LOSE	1	8	8	G2000mime	200	Thresh	SUPPORT	LOSE	0	6	9	Threepointstar	200	DrMundo	JUNGLE	LOSE	6	5	7	Sceptalgic	200	Varus	ADC	LOSE	9	4	6
3388425148	2100	200	CondemmedChicken	100	Garen	TOP	LOSE	1	7	2	Kliyle	100	Varus	ADC	LOSE	1	6	3	Sceptalgic	100	Warwick	JUNGLE	LOSE	0	4	8	Delmar	100	Rumble	MID	LOSE	8	7	4	Threepointstar	100	Velkoz	SUPPORT	LOSE	3	4	5	MQ2000	200	Fizz	MID	WIN	9	6	7	Yeliang	200	Fiora	TOP	WIN	7	1	3	G2000mime	200	Ezreal	ADC	WIN	6	2	7	Aeternalis1	200	Bard	SUPPORT	WIN	3	1	12	YummyRicez	200	Amumu	JUNGLE	WIN	3	4	9
3388425484	1762	100	G2000mime	100	Senna	SUPPORT	WIN	6	4	16	Aeternalis1	100	Gragas	TOP	WIN	4	4	13	Yeliang	100	Fiddlesticks	JUNGLE	WIN	9	2	7	BOB YAAA	100	Nautilus	ADC	WIN	4	2	8	Threepointstar	100	DrMundo	MID	WIN	6	1	2	Sceptalgic	200	Aatrox	TOP	LOSE	1	2	4	CondemmedChicken	200	Blitzcrank	SUPPORT	LOSE	1	6	7	MQ2000	200	Caitlyn	ADC	LOSE	2	10	5	Delmar	200	Galio	MID	LOSE	6	4	2	YummyRicez	200	Vi	JUNGLE	LOSE	3	7	5
3388425829	1571	100	CondemmedChicken	100	Urgot	TOP	WIN	7	1	3	Aeternalis1	100	Morgana	SUPPORT	WIN	2	2	14	YummyRicez	100	Khazix	JUNGLE	WIN	8	3	7	Delmar	100	Ezreal	ADC	WIN	11	1	6	Threepointstar	100	Viktor	MID	WIN	6	4	10	G2000mime	200	Kaisa	ADC	LOSE	3	5	4	MQ2000	200	Zoe	MID	LOSE	3	9	6	Sceptalgic	200	Volibear	JUNGLE	LOSE	3	2	6	BOB YAAA	200	Amumu	SUPPORT	LOSE	0	11	8	Yeliang	200	Gangplank	TOP	LOSE	2	7	3
